FacilityID,FIPS_1,POPULATION_2020
15010MLTRP14THS,42007601300,2729
74361PRYRFHUNTS,40097040400,5351
42051RMNGT22RIF,21083020700,4969
01803MCMNCSOUTH,25017332402,2142
53151CLLGL15805,55133201404,3850
07105TMTDL185FO,34013007502,3233
33525PSCCN14850,12101032500,6215
32784LKCGN39000,12069030110,4708
95125DTCRC355TU,06085503121,4767
19013CRWNFCONCO,42045410700,5124
38002DWCRN5677A,47157020901,5762
74017PCNCX6746A,40131050601,3934
22071PLSCM2900T,51059482505,3528
10802DCSTF190PE,36119006000,4335
41042HCHST8040D,21015070301,5992
95050DVNCD339MA,06085505007,3760
95051HNTRT3305K,06085508708,4653
02339CRTCH85WIN,25023503102,7428
15857CRBNF1032T,42047951300,5180
74013JXDCS605EH,40143007503,2628
43551CMMRC3RDDS,39173020701,3441
04330DGTLQ500CI,23011010200,4108
40216DDLSV4242C,21111012701,4284
20164GLNRS22825,51107611702,2461
27596FLXTR130MO,37069060501,9585
60411BCRLC11THW,17031829000,882
19464MPRLS1153S,42091208802,3142
06062WSLYPSPRIN,09003420400,3021
63111NRDYN7100S,29510101500,2849
65109CHSBR2900W,29051010802,3670
01105VLLYP412AL,25013801300,4859
38059TKHMCHIGHW,47045964001,4153
61103SPCLT2801H,17201003604,3080
33712TDNDS2544T,12103021800,2523
78758STKTK8900S,48453040400,3962
60007TRSRC1100T,17043840101,5680
49022NWPRD448MO,26021000400,1951
28092LNCLNHWY32,37109070800,6249
91731CRWNC4350T,06037432300,3873
42261SMTML755VE,21031930302,3199
91731HCCMC4501A,06037432300,3873
76305TXSRC908NO,48485012900,2511
18403DVFFRJFKEN,42069111100,7297
61104RCKFR612HA,17201002100,1780
54401FSKRS7811W,55073001401,3702
85621BDGRM980NC,04023966111,6011
43543WNZLR129WA,39171950300,4278
52738BPNCXHWY70,19115450200,3858
49013BNGRN101RI,26159012001,4008
10543MRGSC441WA,36119007300,5256
85283CRTWS6760S,04013320001,7287
55060VRCNN800PA,27147960400,4351
37406CCCST1911C,47065012200,1984
45215PLYMR750RE,39061022500,4603
11217LNCRP601BE,36047016300,4088
20740STNND51STA,24033806714,5649
11217LNCRP280BE,36047012700,4036
43055NWRKL3032E,39089759000,3438
33777RYTHN7887B,12103025011,5077
44052MRCNC305OB,39093022400,3889
60627RVRDL680WE,17031821500,1421
60061MTSBS500CO,17097864513,6301
72757BKRTXONEBE,05007020305,4068
91770HRMTC4232T,06037432902,3358
96732MPNPP120KA,15009031900,6276
06810TKNCR84SHE,09001210402,4433
47712BTZMN1400P,18163002600,3319
57006STRCR405RA,46011958600,4500
24401TYLRB8HEWE,51015070802,4036
38614DLTWR110IN,28027950500,4493
92634PCMTL1726E,06059011602,6248
33322MTRLN8000W,12011060505,4549
95380RGRSF151SW,06099003700,4996
76060SGLVN1530G,48439111405,2725
45651MCRTHROUTE,39163953100,5204
21222VLCNM2415G,24005452400,3315
48626DWCRN1635N,26145012002,3824
85701TRNGL2560N,04019004515,3866
62401FDDRS415WW,17049950800,4068
35023RFRCT1750H,01073014303,6557
53932FLLRV670SO,55021971100,3733
48051SLFRD56851,26099221800,5228
42431FLTRTHIGHW,21107970301,1885
39503FNSTL14115,28047003208,4332
17522GSMND596WE,42071012404,5943
92335GLDSH11751,06071002204,6141
50219VNGRP1400W,19125030101,5025
01501THRMLSWORD,25027736300,2489
49022SNDVK2235D,26021002400,1826
55987BHRNS471W3,27169670500,5195
48133RJMRS1740E,26115833600,3075
44315LRLCR1210M,39153503800,3783
39773BBCCKPOBOX,28025950400,4131
27509MNTHPBSTRE,37077970703,4329
45338CRLSKSR503,39135420100,4305
32935DCTPH3900W,12009064602,2946
97210GNDRS4350N,41051004300,1176
90606QKRCT11729,06037502100,5079
45682BMRFRPOTTS,39145002600,3822
77009DFNDR2408E,48201210400,4167
46307BMRFR816EA,18089043004,2939
44601BBCCK640KE,39151710200,4179
31015CRSPRUS41N,13081010202,2561
36072LDNCR995ST,01005950900,4638
41144PCNCX100WU,21089040400,5647
95054SNCRC5191L,06085505010,4315
66061MRLYCMARLE,20091053603,2977
40214THMRL6333S,21111009103,1646
63069NTGRM1000I,29071800704,2992
40403DRSSR200HA,21151011303,3058
77833PCMPN350LO,48477170400,6990
91311MGNTK8966M,06037113426,2479
27048STHRN302WM,37157040601,3688
27048STHRN3561O,37157040602,4386
60007SPCLT25002,17043840000,2835
16501RCKFN15THC,42049001200,2347
74801TNCRP8701N,40125500700,3645
16003NTRNTPOBOX,42019911200,5268
37074MLLRB121RO,47169090200,2915
01331DLLPL764SA,25027703100,4515
94002PTRSN1325O,06081609000,2808
05301NTDCRONETE,50025968600,2460
72503DVRST200GE,05063490300,6338
19380WRCBL205CA,42029302706,4825
77587HSTNP1315G,48201320800,5023
85338WRMDW2636S,04013061024,2391
77587HSTNP1404V,48201320800,5023
91803CRWNB400SP,06037480802,3079
32209WDTRT2610F,12031002801,5059
17603VLLRB2599O,42071013204,7226
48079CLLNS2001C,26147642000,5464
19064CLFTN750WE,42045407802,6785
05301FLFLXPUTNE,50025968600,2460
00771CTLRH50JES,,
12428VWFMRROUTE,36111954800,5113
42437GNNPRHIGHW,21225950201,4806
85040CSTMC5815S,04013116100,4902
07107JBRKS164N1,34013000700,7108
33178RLNDN9371N,12086009040,7103
49441NNFRR1146N,26121002602,4601
44501CLDMT45SOU,39099810200,1974
30504WHTHD2600A,13139001304,4039
35055PRSSC2304I,01043965002,4751
90001FBRCT724E6,06037239202,5013
02905PRVDN225CA,44007000101,4571
06514MPHNL720SH,09009165900,8178
60804CRYST2800S,17031814500,5395
28150FSCCN1100A,37045950800,4378
14513SPNCM1COUN,36117021200,4533
77507FMCCR12000,48201343700,3860
17013MPNCR759EH,42041012000,5498
44265STMFG1871S,39133602000,5276
75165SNTGB2400I,48139060212,7406
02322MSNLN85BOD,25021457100,4777
98134BLLNC5801E,53033010900,1457
74066LBRTY1000N,40037021300,2274
71275BLLGLHWY56,22061960200,3883
16743BLLGLONEGL,42083420700,4357
63070BLLFS1500F,29099700607,2779
62240KMPNPPOBOX,17163503102,4653
01757MRCNN1NATI,25027744201,2824
62656BLLGL1200N,17107953200,3692
91731BLLNC4000N,06037432801,2620
47336KRRXX524EC,18075963300,2265
85714RVNGT3950E,04019004118,5274
60419BLLGL13850,17031826401,3725
18201NTNLSWHITE,42079217001,2339
45885PRKRH1700E,39011040600,3749
53105BLLFS815SM,55101002600,5810
27893MRCNN2200F,37195000702,2870
44145XMPRD1169B,39035189110,4523
72653RQPCRRT2BO,05005950100,4528
85281MCMCR1609W,04013319710,2670
60639MRCNG2000N,17031191302,4940
77833GTSML1GATE,48477170400,6990
07111RCHRD517LY,34013013100,2270
10703RCLNC700NE,36119000802,2646
13206SYRCS5985T,36067014400,2428
44663THGRD406MI,39157020801,3403
44004SHTBL2751W,39007000601,2582
17557BRKTK132WH,42071012900,7144
37874GMTRNNEWHW,47123925200,4903
47112VNTFB3430C,18061060300,5731
71360DSTRN529CE,22079011300,2461
16033PTTSB25THI,42019911700,4901
19512JDSNS85786,42091208204,3355
36025MCPNCHWY14,01051030902,4120
78249SNMNS5757F,48029181815,2958
76140MDLND4800E,48439106004,8354
44202RTCKN1400S,39133600302,7383
41042RTKNC8060P,21117063604,6741
50129CHCGR208EC,19073080200,2422
48218FRTZP255MA,26163985600,0
62305CPRND1800G,17001000800,2455
39208TRLGY2910H,28121020301,3146
55114HRTZL2516W,27123033200,4009
65608MRSNL1400N,29067950500,4209
60482PNTSC5859W,17031823200,4775
07092TRWNC152GL,34039038300,7020
06926PTNYB69WAL,09001022202,4581
72104PRCSN1012E,05059020400,5350
13460HMLTN16WST,36017970101,3021
47374RMRKN1751S,18177000900,5359
39208TRLGY4400F,28121020304,2719
28110SQRDC1809A,37179020307,6748
91405PHTFB7648B,06037127210,5453
06514PRCLN129LE,09009165400,5504
76053TXSGL645WE,48439113408,5862
17331PNNMR500BR,42133022100,3419
60021GRVPL400AL,17111871402,6099
41042THHNN7455E,21015070301,5992
14220NGRFB88KEL,36029000110,2673
68522LSTRL625WE,31109003402,6698
72638TMTCCHWY62,05015950502,5246
97124DYNCS4750N,41067032608,2267
62301KNSTN2009J,17001000201,2067
30265KSNND57AML,13077170308,5633
60014JHNCR2931B,17111870807,5178
72455MGCMPHWY67,05121960302,3979
72454MGCMPSOUTH,05021950600,3722
30650BRDMN1310M,13211010302,4343
72454MGCXXHWY49,05021950600,3722
95521LMPSB14331,06023001103,1889
94601PCFCG71546,06001407300,3943
29693SNGNVHWY11,45073031000,5143
01605CSTMC717PL,25027732002,4348
37716DCTRNMODIN,47001021202,5217
40219HDCNK4000O,21111011906,3992
72117MYBLLPOBOX,05119003900,4503
07055NFLCR217BR,34031175601,2573
24120MCRMT2900W,51141030202,3047
44004ZRHCP1501W,39007000701,3036
60053JHNCR6400W,17031808301,6520
06026WNDSR7CONN,09003470100,5214
13203CLDWL124BU,36067002300,1665
71611CNTRL2400W,05069001300,1333
01453MNSNC154PI,25027709501,2134
16823PZKNTOLDMI,42027011002,5196
32935DRSPT100NB,12009064201,2453
37404DXNDS1210S,47065001400,1879
37873PDDNG2105S,47073050400,5647
60559MRCNC40CHE,17043844702,5601
45242FNTLC11280,39061023521,2582
45242FNTLC5565C,39061023521,2582
31021LFTMC601KE,13175950800,4305
01851MCMNC100CH,25017311800,3603
28120GSTNCHWY27,37071031101,2808
12078WDHYD68WOO,36035971100,2712
42141KNTCK400SO,21009950401,2637
94565SGNDS1LESL,06013310000,6106
67401LDRDN1655W,20169000600,2876
16635FLSMTPOBOX,42013011001,3360
74127MPRFN2729W,40143002700,2836
01364RDNYH46MIL,25011040501,3899
28345WNSLL5COUN,37153971000,3730
01588CMTRNONEMA,25027750100,6152
60614WSTRN3636N,17031161100,1940
76031SCHMN2311P,48251130302,5595
19468MRCNM400SP,42091206201,2727
21040LCRNC1502Q,24025301301,5009
21017LCRNC1324B,24025301705,2755
31792CVSSTPOBOX,13275960502,2825
98203CTLRH72080,53061041304,3005
75160VNDRH419EG,48257050500,5524
43351SMTHL750WS,39175938400,3191
92705MBPLT2144S,06059074403,5389
16063RSLTDROUTE,42019911800,7628
44622MRLTD202HA,39157021100,2832
98072MCKDS16220,53033021906,4673
98661KYCRN5701E,53011041600,3711
40065CHKHM6601M,21211040404,3718
41056MTSBS1705D,21161960400,4640
12584TRKTTRTE94,36071013000,4578
06111CMPNN68HOL,09003494600,3617
08077HGNSCRIVER,34005700303,4067
06034THCNN5SPRI,09003460204,6190
42055SHWNPLAKES,21143960101,3517
40065RLLFR1070B,21211040404,3718
46919PRMPREDWAR,18103952600,3480
06354GRSWL1RIVE,09015907200,5302
48453DGPNC3260F,26151971000,4292
14214WLLMS2978M,36029004500,5529
01843LWRNC371MA,25009251600,7164
63353LSNMN1404N,29163460100,3037
27874FLFLX500E7,37083931102,3151
27864WSTNGHWY43,37065021500,2878
51537JCBSC2510S,19165960400,2409
44667RRVLLCENTR,39169001100,1394
60504DNLXX555NC,17043846509,5876
46517LRMDW58288,18039001401,4992
94601BWNRT3100E,06001406100,5887
15238CPNTC540AL,42003421100,4969
27886KHNCR4047M,37065021200,4969
76140MXRFR1900S,48439111561,4909
80401CRSCR17750,08059009901,3121
47302DLWRM700SM,18035000400,1658
63362PPRTM1807W,29113810308,7826
19464NPCNCQUEEN,42091208802,3142
07828QSTNT400IN,34027046110,5673
94577CSTLM667WH,06001432400,6279
68310NPCNC501WS,31067964800,3679
97005MXTKC2905S,41067031402,2961
75693DMFGN1103C,48183010201,4069
21741RCKYT1201M,24043001001,4961
02072MRSNC44CAM,25021456101,4115
63044SRFRC10800,29189221800,3098
75211DRSSR3400W,48113006502,3585
43502BLJXN125TA,39051040900,4661
60115NHRNG813EL,17037001500,3831
43521DYTNW705NF,39051040800,4778
49548LNPLS4901C,26081014300,3125
40033CRTSM665ME,21155970700,5809
30004L3CMM1355B,13117130603,8449
47374JHNSNPOBOX,18177001102,2693
71801PYRMD220WE,05057480301,2121
56347LNGPR10RIV,27153790600,4127
44833TTPWR1376S,39033975000,3857
60614CLYBR2240N,17031832500,3334
33714MRNND45906,12103024701,3330
85215BLSTL4150Q,04013420304,1149
21620DXNVL800HI,24029950300,5983
97062FJMMR11200,41067032001,5920
12771KLMRLSKYLI,36071002300,2119
89045SMKYV1SMOK,32023960100,2338
90746QLPRC18101,06037541003,4863
80207BRSSS3880H,08031004101,4802
33830RSTCHSOUTH,12105014802,3058
85714KNGHT420EA,04019002400,5397
56377DZRKS250RI,27145010103,4782
92821CNTRR428BE,06059001507,5399
99216FBRGLN3808,53063011400,6075
51601TNCRP1600A,19071970100,2015
95206PDMST2324N,06077000803,5242
39145MRGNT201HW,28121020105,2249
98225THSRC730MA,53073000301,4884
43215CPTLC525WF,39049003200,3500
05701SSMCCWINDC,50021962700,3924
53052GLNRYN9361,55133200102,5440
08330PSTMR36POS,34001011404,9976
72010RKNSS102MI,05145070600,3714
27401WSTRN533BA,37081011101,4194
41144MTKMC300HA,21089040400,5647
24301WSTPNBURGI,51155210201,4155
68840GBBNPEHWY3,31019969100,4785
60090CRCTS1475S,17031802505,6723
78702PRCST2110E,48453000902,7803
38570RQPNC132IN,47133950302,3022
67277WSCNP2533S,20173009100,6648
02910TCHNC1SPEC,44007014100,5304
37398DLMTT840IN,47051960600,5253
92678RCHLC1101B,06059075517,6809
92705RCHLC23002,06059075516,9045
69165STHRLHWY30,31111959800,3155
98108FRMLC7901S,53033011200,3736
27376STNLYHWY21,37125950303,2269
28771STNLYATOAH,37075920300,3308
27292STNLY802WC,37057061300,2291
76036HRBSN901NC,48439111028,7923
16603SMLLTSPRIN,42013011002,4301
28687RDRST2100W,37097060400,4042
16335CHNNLRTE10,42039111800,5331
45242TRNSC11167,39061023521,2582
33166BNDLM8800N,12086009040,7103
78118RDWLDRTE18,48255970302,3678
01590LNCSP7JOHN,25027751102,2967
47019PLSTCMCCRE,18155965700,3968
18235BLRDG10THB,42025020600,5248
42302KNTRN1204I,21059001300,6283
60401DNTCH449WC,17197883902,6495
39303STHRNWILER,28075010204,3555
52655JSJNCHWY34,19057001100,3582
63084SSCVL8WILL,29071800603,4211
15061SPRRD1585B,42007603300,3811
60050PRMMG3521N,17111870604,6113
19438JCBSC1936S,42091207500,3172
63025RTDCN800HO,29189221502,7476
63126MDSTT9315W,29189221900,3871
30269STHWR200KE,13113140303,4563
37760PHLPSOLDAN,47089070300,7066
07950RTRND200EA,34027042200,5906
19036TNRSP24GLE,42045403501,4239
45169PNNNT12381,39027964300,3701
33065WSTNG4300C,12011020326,6333
41022LNGMN7400I,21015070202,2961
29501NTRNT1435N,45041000900,3118
57701SCMFG222DI,46103011400,8657
20695WLDRF6309T,24017851502,5540
18707CRNLLCREST,42079215502,5722
28658TCHNBEASTP,37035011200,5949
60624CDNRC4035W,17031260200,1054
54028MCMLL400BE,55109120802,5150
12550NWNGL40GOV,36071015203,1766
46801TTRSP7310I,18003010604,2768
46818TTRSP1919W,18003010603,1778
17701LCNCB409RE,42081000900,2301
46975TPPNDHWY25,18049953100,6089
12586NWNLN3ELMS,36071010702,4248
94070KLLYM1015C,06081609100,1647
40475MRCNT2000E,21151010902,4002
44060NTRNT7638S,39085206500,4008
44060YLGHT9150H,39085206500,4008
69001DYCPR400SO,31145963300,3221
37405FLTRT105W4,47065001900,4329
06066MRBLL104EA,09013530100,2286
46036LSCRP1240S,18095010400,2918
52601RLYBR860WA,19057000200,2840
94601PRSSR4210E,06001406100,5887
68501MCLNC900N2,31109000700,2498
21901CMPSTONEPE,24015030908,6239
37066HGNSC810ST,47165020901,1352
14814SCHWZ1250S,36015010301,4615
43506THHRTONETO,39171950600,4867
43506BRDMN1914R,39171950600,4867
42701MBRKC300RI,21093001701,5208
02905NTNLP946ED,44007000500,3287
91761KMLGH2400E,06071001803,3240
91745KMLGH16555,06037980035,623
49107LCTRV600CE,26021020200,5138
48217PLYMR13500,26163524500,83
15342MNTCH2045W,42125742101,4861
86401PRXRNI40GR,04015954802,5653
25530KNVCH21STB,54099020300,4591
75238GLCRC10820,48113018506,2771
90723STNCX7517J,06037553801,4021
92805MCGRW1415S,06059086303,11758
07073CLNLP180EA,34003012001,6326
97351MRQSC596HO,41053020305,8792
06032NWNGLSPRIN,09003460204,6190
06442TRBPRPONDM,09007630101,4185
61109GTSRB999SA,17201002000,2366
52040MDRNF5125T,19061010500,4741
98409NWTCH2601S,53053062600,4365
60102WCNDT821WE,17111871311,4786
53092JXMTL5300W,55089660202,6658
14210PRFMP239VA,36029016400,3062
63143HRFND3417S,29189217000,4002
63110WLLRT4044P,29510118100,1591
11729SPCLT20DUT,36103145901,3458
46701PRKRHSTATE,18113972400,4769
13026MCKNZ3260S,36011041002,1655
03062XLCRP25PRO,33011011402,5165
51250MWGRS42015,19167070702,3769
61130HYDRL4950M,17201003805,7284
44903RCHLN531GR,39139000700,2776
13442KRSTC921SE,36065022500,4742
11222CRTRS65ECK,36047049900,2147
62231PLSRP26THF,17027900403,3921
43162FSHRC12TOW,39097040500,4546
10451GLMNF50EAS,36005006301,6567
97210THMCC4155N,41051004300,1176
14303LXCRP3943B,36063021700,3358
51234FRMRS602MA,19167070100,3646
60559VRPRN660BL,17043844702,5601
44816MHRRSRTE11,39043040300,5920
90745PPSCL19700,06037543501,7053
36311CRTRMHWY12,01045020100,3911
43832CCRTP98ELI,39157021700,5263
28306WSTNG2900D,37051001500,2816
21643BGFDS4715H,24019970200,5666
47804DGTLD1800N,18167001300,2423
48768STCHN5512S,26157000900,5201
17603LMXLM450RI,42071011701,5077
45679TRPRM2564M,39001770200,4714
06482MRCNWONEWI,09001230100,7351
60410CLMNC23247,17197883211,6584
63702MWPCK14591,29031880100,6095
65803LRNCK2707N,29077002200,4595
65803LRNCK2015E,29077002200,4595
38654QBCRW8649H,28033070812,5333
98021PPLDT22222,53061051938,4820
44667CTYFR1100P,39169001200,1283
72801DNCRP2301E,05115951601,6511
18252RPRDCPOBOX,42107000300,5295
77572GRFBRPOBOX,48201343601,11
96792KHGNR89900,15003008611,62
79915PHLPS897HA,48141003501,2658
66111GRFFN7111G,20209044002,3247
44641JLSPC1500W,39151712601,2538
40475XDCRP876RI,21151010500,2606
60632ZRLND3115W,17031580200,3466
60135GCMMN220E1,17037000100,6737
61953TRGNC625EU,17041952400,3471
42141RMNCX20ABE,21009950702,4046
53073SCRNP1700S,55117010504,4440
48223MLFRD19200,26163543300,3315
48827XSNNR1611H,26045021302,3015
96720HLLGN54HAL,15001020600,5631
96732KHLGN200HO,15009031900,6276
48174GMPWR36515,26163585800,4955
95206STCKT1010Z,06077002800,6992
39563MRTNT5713E,28059041302,1447
77075PWLLL8550M,48201333302,3661
43140STNLY1627S,39097040600,5660
84078BNNZP12500,49047940201,5552
37701LMNMCPOBOX,47009010200,7589
74131DWLLS6717S,40037020101,2333
35811SFTYK2221H,01089000203,5584
50317MCSPC2121E,19153002100,4718
90241NTNL011634,06037551300,5450
23228MNVLL7400R,51087200503,4073
55344PHLLP9700W,27053026007,5072
35640CPLNDTHOMP,01103005304,6079
38851LCFJK1000P,28017950300,4783
28345PRGRSNCSR1,37153971100,3965
78112VPRCN7124R,48029141800,4924
93562KRRMC13200,06071008901,1890
20166RBPXXBUILD,51107980100,46
07801HWMTCROYST,34027044502,4335
38301TCHST200SM,47113001401,2006
75061JVBLC3833W,48113014407,5461
26836MRCNWROUTE,54031970300,4267
79927TXSMG9541P,48141004005,5785
04005MTSPP516AL,23031025100,3933
90630HYTTD4656L,06059110111,6410
43812CLWWT2266S,39031961400,3044
06615FDTMT905HO,09001080400,6073
46755TWTMC2720M,18113971700,6212
48165DCTRM30150,26125138600,3553
02745RVXNC167JO,25005650201,3169
24153DRVSY1501R,51775010300,4378
77522XXNBY2800D,48201254800,2705
70665PMPLL1890S,22019003200,2076
39746KRRMCUSHWY,28095950600,3158
13662RYNLDSOUTH,36089490300,5469
31404KMRNCEASTP,13051011800,2164
48215CHRYL2101C,26163985200,3
45418MNSNT1515N,39113003500,1935
29349HDSNNCAMPT,45083022804,5262
36512CMRCSUSHIG,01097005702,3211
40210TRSTT1133O,21111002700,2723
28144TCHNCHIGHW,37159051901,4861
17547SLMNMHAZEL,42071011000,2623
46368BTSTL6500S,18127980001,22
50677KHRNG10612,19017004200,4463
77590MCLCM24015,48167726200,2674
48192PRMFX18550,26163591502,3475
24112PRLLM825FI,51690000100,3340
24301XLYNC101XA,51155210201,4155
23237RYNLD1711R,51041100403,7006
06492TCHCR340QU,09009175400,4444
23666CTLNC2400A,51650010503,2598
23847GRGPCDAVIS,51595890100,2862
23602RLPHC815CH,51700032123,5477
72011LCRKNUSHIG,05125010106,3276
19713WLGRS750OT,10003014803,4150
48071HWRDP32565,26099260800,2719
43302WHRLP1300M,39101010201,5222
22601GNRLLROUTE,51069050900,5000
43528JHNSN10300,39095009400,2472
24153MDCSCUS11A,51161030300,7288
46706RMCMF1101O,18033020500,5987
00617MRCKSSTATE,,
02038HLXHT20FOR,25021442105,1894
24203MRRSN400CO,51520020201,2346
24210STRNG26770,51191010602,2620
45833CNTRL234SJ,39161020500,3127
28716CHMPNMAINS,37087920202,5239
21230SFTYK1448D,24510250206,2671
22110SFTYK11520,51153901407,4247
23831SFTYK1200W,51041100403,7006
43612CHMBN6175A,39095005602,947
17604LMXML1480M,42071011805,3143
24084LCTRPUSRTE,51155210700,3476
24060FDRLMRT460,51121020702,3315
98632RYNLD4029I,53015980000,571
47111CHRYS10600,18019050902,5206
45176DLTNCONEDU,39025040900,5682
37167TRCPR8100T,47149040309,6132
39183HBLRC2353H,28149950101,1763
18104SFTYK5540M,42077006203,9604
35064HNNST3812C,01073010605,936
23607NWPRT4101W,51700031100,3783
19440PNNCL2755B,42091200707,4347
46256NVRSL7601E,18097330103,4436
24517PDMNT205FR,51031020700,3378
22603STNLY985EB,51069051102,7547
45217PRCTR5201S,39061025800,4070
97015SFTYK16540,41005022108,3168
02542SRFRC102FW,25001014100,797
43701RMCDV1724L,39119911601,2439
07866PHNXC40GRE,34027044403,5080
24506SGWRK4225M,51680001400,7403
48212GMCSG1840H,26163985100,154
48150MRCNT31774,26163558301,1906
48288TRDRV3675E,26163506700,1023
48121FRDM23001M,26163985700,0
48121FRDM33001M,26163985700,0
48121DRBRN3001M,26163985700,0
48184FRDMT38303,26163566700,3977
48184FRDMT37625,26163566700,3977
48184FRDMT37500,26163566700,3977
48393FRSTC30811,26125133102,1918
48921BCLNS2800W,26065980200,15
48174GMCCP36880,26163585800,4955
49423NTRRT1776A,26005032401,1715
48801CNTCH205NG,26057000600,4173
49504STRLS520WA,26081002700,3999
49508VLLYC3353E,26081014200,3938
45377MCCLY3535M,39113110100,1575
24541CRNNGROUTE,51590000900,3579
23231STRLZ5674E,51087201504,4489
24319MRCNFOFFIN,51173030701,4527
68107CMRCS41110,31055002500,2684
45750CHVRNROUTE,39167020300,3623
44667WLLBR401CO,39169001100,1394
44055NTNLB5311W,39093097500,6809
23004SLTCRSTATE,51029930102,2927
77001LDPRD709NV,48201310102,2455
45223RLBLC3530S,39061002800,1234
22701CNTNN13456,51047930502,6267
24501WYNNS3700M,51680001400,7403
24439THBRKSTATE,51163930200,4875
33312CRLCT5757R,12011080402,2538
35055NCHLS2125S,01043965001,2652
44202PLTRS1331S,39133600302,7383
17929CRSSNPOTTS,42107003200,5785
06725FBRCT172EA,09009352300,3106
24311VRGNHBEARC,51173030100,3060
24333VGHNBOLDTO,51640070101,4231
24506DVSPN3420C,51680001400,7403
33605MCLC0848MC,12057005302,2017
92025DSLNT1238A,06073020313,3012
13827HRVRD941RT,36107020300,6782
24592CKCMPSTATE,51083930500,3921
16749QKRSTINTER,42083420800,3640
92123CSPNN4951R,06073008511,5480
53223MRQTT8200W,55079000102,3711
24153MHWKR1500I,51775010300,4378
23836PRLLM1001O,51041100509,7164
13460SHRBR40SOU,36017970102,2876
22530ZPTHYPOBOX,51133020301,2344
44105LMNMC1600H,39035196100,2435
28009LMNMCHWY74,37167930102,3797
24370TDWHL227AL,51173030200,4136
97914RDFDS175NE,41045970400,5208
19714NWRKS550SO,10003014402,2807
24201BRSTL649IN,51191010101,3492
28675BRSTL1INDU,37005950200,3762
95959HGHCN208GO,06057000802,6700
42701MSRCS2112N,21093000904,7019
60014TKTRN684TE,17111871313,1793
81006PBLCS2005L,08101003106,1220
43228RSYNX1979A,39049007965,3863
77487NLCCH7701U,48157672202,2746
94710GMSMT578CL,06001420302,2426
43228YMFGL5200C,39049008168,3517
44022STCKQ16490,39055311700,5608
55041HTNGL800JE,27157490300,4090
46580GMDCL501AR,18085962101,3619
35146FNTNS5398U,01115040505,2154
75041TLSCN3301W,48113018501,3985
60143MGNTC690HI,17043840901,3833
50450FLTGR311NO,19189680100,4119
22408CRLSL11700,51177020202,5418
15853CRLSLGILLI,42047950400,4039
61552CTRPLOLDGA,17143003402,4276
70669RCCHM900AI,22019003200,2076
71753LMXMG1617N,05027950402,2189
42029WSTLK2468I,21157950102,2442
60411BHRPR270ST,17031828702,4742
92704BHRPR3400W,06059074106,6330
18106BHRPR7529M,42077006204,3964
30324TRCRP740LA,13121009203,2762
29501GNRLL3001W,45041000201,2661
08052CVCSP2980R,34005700407,6136
37311DRCLLMOUSE,47011010100,4564
19904FRSTS1280W,10001041400,3839
52004JHNDRHWY38,19061010103,3550
43701NTDTC2200L,39119911900,2851
55021KGMNF226PA,27131070901,5690
15062MNSSN345DO,42129805400,1377
55987LKCNT5752I,27169670200,3224
75006LCTRP1525C,48113014002,1985
75006LCTRP1430C,48113014002,1985
03103VLCRS406BR,33011002400,7564
62040TRCRP12001,17119404000,2289
28352MNVLLPOBOX,37165010400,5288
28043RQPCRROUTE,37161960600,4109
48091MCHMP23343,26099263200,3042
32808TRNSP2150B,12095018700,5749
71602GYLRD500MC,05069000502,2906
74820JPMCNONEGE,40123088802,3251
75040CPLXX1500E,48113018203,6636
60638TRTLW5655W,17031820901,5582
68701DLLCT2300R,31119960700,3132
15601WSTNGRD12B,42129803800,5902
60411CLMTS317E1,17031829000,882
60176CLCND3900W,17031811600,6053
49022TLNTC1285N,26021002500,2378
36027TCHSN108MA,01005950900,4638
42420MCMLL1500C,21101020602,4998
46750NTDTC3650W,18069961900,4678
29644MTCNC400SN,45059920104,3431
77001GLFRD6020E,48201310500,3755
55051SHLLR1020E,27065480300,3975
97355MRKNC250NO,41043030801,5120
61559HCPRD917NS,17143003800,3050
61362PRCSN6WOLF,17011965000,3668
60104BRGWR700SO,17031817102,3158
83651ZLGNC26011,16027020404,4837
61109THTRR1203C,17201003711,4078
60131SMTHN9400K,17031811500,6031
44601THGNC22790,39099813000,4117
60439NTCTM15550,17031824004,5374
61866GLWNG400SH,17019010400,4498
07105CRMPT52AMS,34013007400,5474
61443PNSTR2006K,17073030800,3552
90620LLYDC6550C,06059110500,8557
07110TLNTC10KIN,34013013500,4603
53186QLTYC1908M,55133202203,2230
14606DLCPR1555L,36055980200,17
60449WHTNG26000,17197883602,5508
55009BRGQS301WA,27049080600,4795
02745CPBRG64JVE,25005650102,5120
49120TYLRR1329L,26021020900,3722
46375MSNMT1049N,18089042703,4675
06001RFLXT120DA,09003462201,5439
49507MCHGN1501B,26081003800,4785
41042VNLRC7425I,21015070301,5992
64504VRCPR2250L,29021002900,3059
61081DNCRP2001E,17195000900,3623
61265QDCTY3800R,17161021400,1175
55449PRKRM14609,27003050829,3754
28669BTBPRHWY26,37193960300,5978
44036TRWNC7900W,39093057100,3607
45365STLLC2640C,39149971900,4111
19603CRSCNSEVEN,42011002900,3511
50595RRWCM1603E,19079960300,2975
94538HYCRP3400E,06001441525,1632
28601GWPLS5328T,37035010402,5078
62002LCLDSCUTST,17119401500,2440
