FacilityNumber_receiving,FIPS_1,POPULATION_2020
1410246,42101980701,0
1409976,26163505800,3337
1410195,39099811002,7506
9655,39171950700,4299
1410326,48201324200,1279
1409724,01009050701,5834
7962,48309004300,8059
1409715,02016000200,4254
1410355,48453044800,4788
1410120,,
1410376,51041100403,7006
1409983,26121000402,4421
1410243,42003462100,2524
1410353,48361020300,2559
1410312,48355003500,2179
1410334,48201241503,2720
1410341,48201541008,3871
1410343,48113020100,2428
1410302,48367140714,5624
1410131,36001000401,2216
1409728,05011950500,2455
1410544,20107955200,4216
1410018,29095015100,5935
1410008,29095015200,2646
1410547,37087920101,3811
1410037,37027030200,5208
1409930,20173004301,4041
1409969,24025301301,5009
1410051,37047930900,4062
1410306,48453045400,6785
1206184,49011127002,8272
1410266,44007000600,2246
1410315,48113005600,7020
1410349,48303010417,4318
1409987,,
1410024,28001000800,3266
1409883,19031450200,3671
1410026,28149950800,3811
1409845,13205090100,3243
34493,42041012100,2657
1410255,42055011500,5969
1409972,24013510000,1326
1410470,42041013103,6137
1409971,24021767600,3170
1410198,39127966100,4280
1410180,39121968401,4201
1409978,26125173600,1383
1410429,53043960400,2987
1410399,53063012100,2833
1410310,48355003500,2179
1410338,48201212500,3792
11354,06037553601,4839
1410453,48193950200,2365
1410309,48201252500,5051
1409996,27153790300,3188
1409994,27153790300,3188
1409997,27153790300,3188
1410468,27153790300,3188
1409995,27153790300,3188
1409723,01033020705,1388
1409828,12031002701,3705
1410552,26153000100,2513
1410545,48199030200,5734
1410254,42055010301,5844
1410114,,
1410125,,
1409990,26125132100,6347
35334,17119403101,6944
1410350,48139060702,5837
1410541,04013082208,3890
1410211,41027950302,2725
1409764,06077005502,2312
1410354,48201324102,0
1409710,02020000204,3582
1410489,01017954300,5637
1410391,53033029206,4582
1409899,17115000600,1625
1410095,34039035400,2892
1410092,34023001806,3658
1410556,47179060601,3321
1410398,53005010201,6203
1410446,31067964700,3461
1410013,29095015000,3653
1410218,42077001401,8022
1410269,45015020407,9274
1409752,06031001100,6179
1409927,20177003500,6203
1410272,45083023406,4346
996,06071001809,4503
1410284,47065001900,4329
1409872,19119950300,5868
1409882,19119950200,3429
1409868,19119950300,5868
1409881,19119950200,3429
1409876,19167070602,3715
1409867,19119950300,5868
1409877,19167070602,3715
1409880,19119950200,3429
1409874,19119950200,3429
1410333,48201313400,3603
1410271,45023020200,3126
1410010,29147470400,4203
1410014,29510109600,2496
1005244,55115100500,5100
1410142,36025970800,3528
1410118,,
1410291,47037010401,5293
1410085,34007610300,2662
1410002,27053000102,5178
1409967,24001001800,3891
1410479,24023000601,4165
1410154,36089490100,3331
1409958,25027760100,3439
1410384,50025968600,2460
1410121,,
1409909,18089020300,6414
1410559,36103158403,2375
1410361,48423001701,5062
14464,06037187200,2801
1410078,31153010635,2856
1410119,,
1410007,29095015800,1932
1410455,55009020100,5817
1410169,36055980200,17
1410342,48113014153,3982
1410317,48497150104,3431
1410077,31119961100,1850
1409897,17031243200,2287
1409901,17177000700,1474
1409850,,
1200682,22019003300,6185
1410356,48355006000,2679
24902,48029130600,4585
1410358,48029161600,4809
1410500,31137967000,2677
1410490,26121003702,3707
1410504,48201555501,5497
1410430,42129805000,3556
1409916,18141010700,3989
1410410,55083100800,2559
1410417,55075961000,4027
1410189,39017011123,6042
1409736,04013422301,6454
1410187,39169003200,3994
1409918,18063210607,6508
1409951,22089062400,1262
10695,34007601900,2804
1410152,36043010702,2064
1409755,06071012700,4000
1410540,36111954200,5610
1410368,51047930400,5143
1410203,40127097800,2571
1410030,37119006014,4374
28562,06037540300,4997
1410340,48201212500,3792
1410096,34039035000,2857
1410248,42071014601,3936
1409947,22063040204,4673
1410103,34023001003,5784
1410532,08001008603,2118
1410101,34039035800,3339
1410046,37049961004,5522
1409895,17031081800,11373
1410193,39029951100,4502
1410493,02122000200,5692
1410301,47025970900,4552
1410378,51197050202,3654
1410432,47025970600,4584
1410477,13129970602,3751
1409852,13211010302,4343
1410086,34023980000,56
1410294,47157022500,4550
1409982,26125124000,6045
28776,55063010500,5733
1410297,47037011300,5113
1410331,04012940300,3622
1410518,17161021900,1594
1410097,34003031100,6652
1410003,27053104002,4309
1410130,32031003111,2357
1410015,29510101800,2829
1410192,39003013700,1095
1410536,05057480200,2156
1409751,06037603200,3199
1410055,38057961800,2778
1410027,30095966400,3957
1409726,05007021004,4006
1410505,39025041105,6110
4427,04019004327,5257
1409765,06087110401,3681
1409923,20051072802,3369
1410182,39035196100,2435
1410466,01043965001,2652
1410264,44007014200,4757
1409953,25013813209,5852
1409858,19179961100,2760
1409879,19179961000,3341
1409863,19101090200,3093
1409878,19179961100,2760
1409860,19179961100,2760
1409859,19179961100,2760
1409862,19101090200,3093
1409949,22101040800,4773
1409939,22033000200,6535
1410160,36059517701,7679
1410035,37045950500,3707
1410032,37081014200,4043
5314,47009011603,5005
1410250,42011012500,2242
1410488,36051030201,4613
1410141,36121970100,2592
1410028,37087920201,1318
1409740,04013114401,1778
1409734,04013815901,6438
1409744,04012020501,1419
1410444,28051950200,3972
1410110,,
2889,01071950302,3089
1409716,01097005702,3211
1410116,,
1410336,48201552901,5041
1409966,24015030602,5168
1410319,48201342802,3988
1410539,,
1409853,13135050306,4307
1410538,19179960200,2614
1410324,48141980000,5
1409970,24013510000,1326
1410369,51107611804,8852
1410374,51153901407,4247
20967,45091061301,4903
1410449,48291701000,7682
1409896,17031611500,3587
1409954,25009254100,6602
1410348,48183000900,3123
1409906,18015959600,3381
1409900,17043846002,4737
1410321,48465950502,5050
1410412,55079000102,3711
1410320,48465950802,1933
1410147,36091060800,5242
1410531,55043960200,4464
1410402,55049950100,3858
1409904,17063000300,3350
1410019,,
1410292,47157022500,4550
1410267,44007018500,2814
1410063,31151960602,3463
1410074,31151960602,3463
1410060,31151960602,3463
1410067,31151960602,3463
1410059,31151960602,3463
1410061,31151960602,3463
1410064,31151960602,3463
1410066,31151960602,3463
1410062,31151960602,3463
1410057,31151960602,3463
1410058,31151960602,3463
1410073,31151960602,3463
1410068,31151960602,3463
1410069,31151960602,3463
1410070,31151960602,3463
1410072,31151960602,3463
1410065,31151960602,3463
1410071,31151960602,3463
1410023,28049003200,859
1410108,,
1410507,29510109700,1644
1410004,27131070602,4933
1410514,,
1410463,13135050565,4513
1410079,31155968300,5230
1410017,29095015100,5935
1410242,42071010802,3361
1410478,34023003401,3894
1410411,55133200103,3017
1410494,21043960200,3860
1410029,37119004400,4500
1410106,35013001501,4013
1410408,55133203601,4072
1410274,45043920602,2067
22480,02090001000,1348
1410201,39099814000,2910
1410217,41067032110,3575
1410431,04013061402,6154
1409748,06025012101,3563
1410025,28081950502,3562
1409957,25025040801,4036
1000587,39093077100,3501
1409769,08077000801,3907
1410420,55073001700,3593
1410281,47163042802,4521
1409708,19047070401,3666
1410407,55009020704,8337
1410056,31025965800,3196
1409745,,
1409884,16055000401,7020
1409955,25025010802,3058
1409758,06079012705,6120
1409760,06083002006,2790
1410534,06079012306,4770
1409759,06083002006,2790
1410459,17127970400,2230
1410107,35043010728,2940
1409875,19001960100,2776
1410390,53033029702,3226
1409720,01013953200,3987
1410076,31109003605,3644
1410371,51660000402,6171
1410503,42067070300,5031
1410502,42067070300,5031
1409943,22089062700,4231
1410280,45083023601,1334
1409932,21117065300,10232
1409813,10003014814,4361
1409922,20077961600,1970
1410244,42003521500,4083
1410228,42033331300,4325
1410245,42081010800,7191
1409945,22089062700,4231
1410126,32019960304,6139
1409919,18127050407,3541
1409757,06037402903,4324
1410314,48113019501,7096
1410362,49021110704,3906
6088,39017013900,2805
18011,56007967600,2076
1410313,48113001705,3113
1410232,42073010500,2708
1410422,54033030801,2112
1409910,18097342400,1575
1407328,12057005302,2017
1410396,53035090201,5072
1410375,51710004200,1171
1410382,51800075703,1521
1410416,55059002605,5916
1410288,47149040200,4131
1410462,22113950500,5758
1410496,19039960200,1990
1410298,47037015637,4414
1410227,42003458002,4602
1410421,54099005200,1956
1409915,18089043405,5449
1410033,37081014200,4043
1410041,37111970300,3090
33977,29097011900,3991
1410252,42003412004,4302
1410113,,
1409937,21035010500,3263
1207945,04013114401,1778
1409991,27145010402,4179
1410519,18091042000,2548
1410346,48479001715,8028
1410191,39003011800,2298
1410224,42001030600,4851
1410360,48339691700,2926
1409819,12101032700,3096
1410261,,
1410241,42045406600,2454
1410240,42045406600,2454
1163,37063001809,7316
1410196,39139001700,5017
1409938,21233960400,3728
1409950,22017022400,3203
1410404,55095960702,2109
1410419,55095961100,3874
1410403,55095960901,3065
1410305,48453002436,3054
1410458,18147952701,4500
1410105,34005704500,5303
1410090,34023008502,5669
1410082,34035053604,3750
1409914,18091042700,5249
1409920,18091041800,5933
1409855,13283960100,1234
1410265,44007012500,5398
1410530,06071002501,5613
1409925,20139010300,2006
1409968,24045010800,5833
1410460,01089010902,3081
1409832,12119910500,4619
2704,51810040000,2548
1410167,36083052406,4532
1410140,36091062507,3830
1410134,36083052201,4322
1409948,22045031301,3743
1409946,22055001408,2169
1410099,34027041200,4472
1410473,06073019403,6489
1410128,32023980500,0
1409843,13121007002,2871
1410535,24043010401,4785
24121,04013114402,2095
1410307,48473680201,5454
1410344,48473680100,9840
1410345,48201542902,27220
1409960,25009267102,5051
1410440,42085033300,2881
1409717,01073000500,3037
1410542,42011010100,5915
1410413,55079186800,1736
1410442,36103169706,4693
1410220,42029307700,2459
1409989,26163565100,3691
1409941,22043020403,3824
1410226,42041012701,5294
10203,51069051104,3925
1409722,01089001301,3574
1410406,55087012903,3455
1410239,42075002100,5132
1410237,42075002200,6699
1410234,42075002100,5132
1409707,42075002100,5132
1410235,42075002100,5132
1410520,42075002100,5132
1410236,42075002100,5132
1410009,29189215144,5672
1410109,,
1410469,06073021900,2625
33409,27119021000,3506
1410215,41051004300,1176
1410293,47157020221,2742
1410047,37183054020,4849
1409719,01103005101,5146
1409952,22089062700,4231
1204503,48201311400,1546
1410253,42085033200,2945
1410251,42007605600,3276
1410373,51680001900,4900
1409908,18089010304,3048
1409992,27147960500,2832
1409988,26129950500,4609
1409864,19153010102,11046
4969,05139950502,2677
1410049,37157041400,3019
1409834,12043000300,3395
1410174,36059518700,5733
1410365,49035114500,7487
1410395,53009001500,2218
1410387,53031950301,3764
1410394,53009001400,5009
1410200,39085201500,2651
1410524,39057200500,4850
1410509,01083021201,8733
1410098,34023008504,7460
1409905,17043841104,4411
1409709,29031881400,2429
1410276,45029970800,2530
1410471,12021010216,3529
1410185,39165031602,6166
1409936,21111003502,1727
1410414,55017011100,4216
1410434,30085080100,1938
1410522,54077963900,4063
1411287,,
1410711,42121201100,4553
1411400,42121200600,4775
1409735,04013061064,2964
1413517,45055970908,3419
1413465,12057012001,2778
1410965,,
1410902,17119401300,4715
1413630,09009352000,4996
1411150,,
1411350,,
1410919,,
1411170,,
1411164,,
1410610,18097310112,6264
1411247,,
1411056,05139950900,2500
1410857,05139950402,3423
1411135,05139950900,2500
1412621,,
1413509,37071030209,1706
3476,48303001000,3146
1411255,,
1411144,,
1410860,,
1411053,,
31686,40071000100,5801
1412528,,
1410922,,
1411182,,
1410777,09003420500,5321
1412276,48441013300,3430
1412536,,
1411107,,
1410788,,
1410812,,
1411493,47065012300,4467
20665,26163584400,3166
1410910,,
1411801,37023021201,3564
1411333,,
26152,36029001700,1908
25374,06037500300,3024
31974,25021419100,6329
1411980,06037553801,4021
1410674,,
1411389,,
1411203,,
1411417,,
1411396,,
1411387,,
1411298,,
1411571,48201433602,3707
1411236,,
1411231,,
1411037,,
1410872,,
1411147,,
1411168,,
1411120,,
32351,48121020800,6022
1412034,21031930100,3101
1411589,37077970500,3787
1410753,,
1411951,18105001103,3080
1411149,,
1411745,42001030600,4851
28008,22019002600,4743
1410737,48245011600,2100
1411071,,
1410939,42071010301,4592
1411323,,
1411359,,
1410625,39153530105,2814
1411434,39171950400,4578
1411403,,
1410774,18127050105,5198
18162,48113008200,4156
1411341,,
1411078,,
1411347,,
1410952,,
1411028,,
1410754,42003401200,2911
1410598,01083020600,4392
1410688,01055010201,2702
1410645,55079006300,1910
1411009,48479001717,2915
1410957,,
1411058,,
1411019,,
1410827,26163519100,1037
1410929,,
1410926,,
1410964,,
1411148,,
1410720,34003019203,3269
1411204,,
1410858,,
1410968,,
1411205,,
1410915,,
1410765,,
1410016,29161890100,4597
1411418,,
9758,48201342802,3988
16633,21145030400,1596
1411428,,
1411021,,
1411426,,
1411412,,
1411383,,
1411338,,
22882,17099962900,3056
1411370,,
1410876,,
1410890,,
1410984,,
1410673,,
1410759,,
1410635,48439104804,2776
1410729,,
1411401,,
20509,22033004603,6383
1411397,,
1411322,01073001200,2496
1411093,,
1411038,,
1410877,,
1410600,,
1411228,,
1411334,,
1411110,,
1410785,,
1410801,,
1411167,,
1411152,,
1411288,,
11553,,
1206840,13065970200,1631
1410666,,
1411180,,
1411419,,
1410722,,
1411227,34027045703,3949
1411405,,
1411429,,
1411391,,
1411002,,
1411194,,
1410588,55079100800,2914
1410953,,
1411300,,
1411424,,
1411122,,
1411077,,
1411140,,
1410852,,
1411173,,
1411211,39081011000,1555
1410851,,
1411067,,
8384,47037013001,252
1411070,06067007301,5251
1411241,,
1410708,06073013424,5698
1410977,,
1410642,21031930301,1415
1411151,,
1410733,,
1411392,,
1411017,06037542402,3127
14793,48439121606,3381
1411080,,
1411282,,
1411315,,
1410820,,
1410750,,
26466,54069002700,996
1410943,,
1410772,,
1411234,,
1411239,,
1409557,01097005800,4554
1410660,,
1411302,01097001200,2447
1410960,,
1410806,27109000901,6876
1411431,,
1410834,,
1410925,,
1410740,39035117800,1878
1411025,,
1411084,,
1410956,,
1008920,32003005902,1359
1411242,,
1411068,,
1411273,,
1411003,,
1411188,,
1411407,,
1411253,20091053603,2977
1410937,,
1409294,48215020510,3022
1410639,13135050562,4442
1410814,,
1410626,,
1411226,,
1410640,06037104703,2572
1410815,,
1410832,,
1410882,,
1411040,,
5106,28087000700,4489
1410918,,
27415,39091004500,4302
1411314,47147080401,5445
1410894,,
1411262,,
19137,24510250600,23
1411100,,
1411081,,
1411219,,
1411225,,
1410914,,
7930,48061011000,3240
1411092,,
1411266,,
1411377,,
1410862,,
1411281,,
34899,39153520103,2051
1411132,,
1411270,,
1410849,,
1410994,,
1411097,,
1411327,,
1410934,,
1410651,,
1411427,,
1410856,,
1411437,,
1410606,,
1411011,,
1411285,,
1410790,47157980300,0
1410689,,
8952,48439114207,7302
1410712,48201343601,11
1410727,,
1411010,,
1410900,,
1413370,18097342400,1575
1410768,,
1410978,,
1411276,,
1411175,,
1410936,,
1411145,,
1410955,,
1411035,,
1410995,,
1410771,,
1410704,47065011411,4211
1410817,55089630100,2664
1411435,,
1411340,,
1410644,34005700303,4067
1410620,,
1411103,,
1410896,,
22153,39035195600,4734
1410946,,
1411166,,
1410672,,
1411299,27053125600,5233
1411420,,
1410036,37027030600,4438
1411131,,
1410825,,
1411293,,
1411196,,
1411134,,
1411047,,
1411176,,
1410889,,
1411065,,
1411214,,
1410627,48183000900,3123
1410623,51191010101,3492
3755,26145000100,653
1410783,,
1411015,,
1410826,,
1411101,,
1411430,,
1411095,19137960100,1953
1410804,,
4376,42091208201,2180
1410813,,
1411264,,
1411373,,
1411399,,
1411193,,
1410991,22121020402,8188
1410830,,
1410714,,
1411357,,
1411258,,
1411177,,
1410863,,
1410854,,
1410045,37161961104,3008
1410591,,
1410808,,
1410650,,
1410961,,
1411432,,
1410884,18063210300,6579
35602,39153532004,3782
1410868,,
1411224,,
1410982,,
1410971,,
1411113,,
1410593,,
1410742,,
1410933,,
1410641,26121000402,4421
1410880,,
17384,21225950100,1670
1411036,,
1410776,,
1411117,,
1411116,,
1410928,,
1410597,,
1410767,,
1410763,,
1410904,,
1410993,,
1410760,,
1410675,,
1410592,,
1411223,,
1410903,,
1410829,,
1410755,,
1410797,,
1410634,,
1410800,,
1410581,,
1410617,,
1411257,,
1410614,,
1410618,,
1410835,,
1410735,,
1411133,,
1411054,,
1411229,45085001903,4294
1410773,,
1410871,,
1410684,,
1411049,,
1410653,48453002449,6501
10594,53053060200,2247
1410604,,
39309,37027031202,4327
1410162,36071010400,4208
1411106,,
1411342,,
31285,39155933900,1859
1411376,,
1410577,,
1410602,,
1411042,,
11234,38059020301,7128
1411361,,
1411301,,
1410681,,
1410619,17031837800,2837
25903,,
22587,05067480401,1475
1410609,,
1410703,16027020405,2829
1410739,51067020400,5271
1411088,,
1410905,,
1410749,42007605500,5011
1410786,48201232600,2892
1410676,,
1411353,,
10952,45083023202,4534
1410909,,
1410992,,
1410693,09009175400,4444
1411057,,
1410879,26163562800,3461
1410775,01059973100,2499
1410616,55117010700,9192
1411027,,
1410855,,
1411365,02020000601,4328
1410842,04021000802,5548
1410892,,
1005104,17141961600,3295
1411360,,
1410647,32003002962,2544
1411356,,
1411335,,
1411041,,
19983,27053126300,2679
1003533,22059970100,4151
1411221,,
1410628,49035111602,6762
1410989,,
1410713,,
1410811,,
1410667,,
1411155,,
1410917,,
1411094,,
1410906,19021960400,6745
16903,01015001101,1772
1410746,,
1411030,,
1411121,,
1410605,,
1410630,06037504200,7528
1410622,,
1410633,,
1410702,37003040400,6503
1411060,,
1410574,,
28946,28035001100,3558
1411215,,
1410969,,
1410987,39017010906,7444
1410715,,
1411283,,
1410986,,
1411252,,
1411388,,
1410599,,
1411174,,
1411062,,
1410582,,
1410580,,
1410596,,
1410958,,
1410833,,
1410850,,
10639,48113012701,6462
1411310,,
1410690,,
1410691,,
1410692,,
1410658,,
1410657,26103001500,3076
1411235,,
1410756,,
1411209,06001450745,6374
1410661,,
1410878,,
1411408,,
1411096,,
1411109,40017300702,5034
1411238,,
1411250,,
1411422,,
1411232,,
1411245,,
1411348,,
1410716,,
1411218,,
1410698,,
1410819,,
1411076,,
1002534,37069060404,3241
1411112,,
1410836,,
1411055,,
1411295,,
1410719,48201221800,4371
1411059,,
1410589,,
1410911,36029010803,1992
1410831,12097041600,4351
1411240,04021000802,5548
1410668,22051028300,3057
1409977,26155030200,3449
1411364,,
1410728,,
1410795,,
1410998,,
1410701,55079186800,1736
1410699,36103146608,2629
1410951,,
1410899,,
1410594,,
1410679,37119005200,2419
1411126,,
1411363,,
26486,17031430600,1670
1410794,,
28868,31053963800,5298
1411274,,
1411263,31109010100,7176
1411014,,
1411415,,
1410924,,
1411165,,
16057,45019005400,2100
1410861,,
1410782,,
1411297,,
1410838,,
18414,37019020603,3325
1411201,48037011302,2220
1411406,,
1410867,,
1411410,,
1410731,39167020300,3623
1410575,,
1410802,,
1410972,42003496200,5581
1410730,,
1410663,06037901218,2462
1411313,,
1411355,,
1410780,,
1207933,41043030600,7001
1410979,,
1410761,,
1410810,,
1411309,,
1411375,,
1410117,,
1411421,,
811,26081002600,4047
1411317,,
1410941,,
1411378,,
1410724,,
1410629,08041002802,4474
1410973,,
1411260,,
1410584,,
1411272,,
1411343,,
1411321,,
1411143,,
1411379,,
1410792,,
1411436,,
1411138,,
1411082,,
1411362,,
1411382,,
1410762,,
1411261,,
1411074,,
1411001,,
1411267,,
1411006,,
1411374,,
1411277,,
1410781,21019030200,1438
11351,45083023101,5693
1411380,,
1411118,,
1410828,,
1410932,,
1410942,,
1410818,39023002605,3930
1411023,,
1410983,,
1411099,,
1410695,40125501006,3375
1411372,,
1410700,,
1410745,05007021304,12149
1411191,,
1411402,,
1411185,,
1410846,,
1411162,01049961100,3336
1410864,,
1411256,,
1411158,,
1411312,,
1411384,,
1410624,45085001100,3753
1410799,,
1410866,,
1410608,,
1411046,,
1411169,,
1410841,,
1410752,,
1410807,,
1410662,,
1411320,,
1410747,,
1411142,,
1411024,,
1410948,,
1411385,,
1411007,,
1410944,,
1411289,,
1411160,,
1410931,,
1411179,,
1411184,,
1411187,,
1411031,,
1411012,,
1411233,,
1411326,,
2117,39151713201,6844
1410578,,
1411265,,
21106,19191950200,5220
1411409,,
1411139,,
1410927,,
1410718,17031827901,2421
1411189,,
1411111,,
1410996,,
1411284,,
1410694,,
1411216,,
1411330,,
1410840,,
1410865,,
1411051,,
1411016,,
1410873,,
1411013,,
1411052,,
1411178,,
1411366,,
1411393,,
1410732,,
1410751,,
1411390,,
1411206,,
1411127,,
1411329,,
26554,29095015100,5935
1410758,,
1410665,,
1410912,24021751003,5920
1410613,,
1411597,,
1411114,,
1411197,,
1411091,,
1410935,,
1411005,,
1411033,,
1411423,,
1410607,,
1410603,,
1411022,,
1411303,,
1411213,32003006001,9453
1411243,,
1410784,,
1411157,,
1411354,,
1410791,,
1410885,,
1410839,,
1411248,,
1410848,,
1410721,,
1411381,,
1410652,,
1410985,,
1411222,24025303203,3393
15891,08001008535,4389
1411308,,
1411318,,
1411154,,
1410997,,
1411268,,
1410664,,
1411286,,
1411259,,
1410888,48201211502,2799
1410981,,
1410974,,
1411141,,
1411433,18097358100,2910
1410643,09003515102,6054
1410705,21111011116,3724
1410940,,
1411079,,
1410923,,
1411195,,
1410655,51183870201,3262
1410843,,
1411271,,
1409861,19047070300,2033
1410744,,
1410677,,
1410805,48251130416,3988
1410669,,
10744,06007003002,3508
1410736,,
1410947,,
1410881,,
1410621,45063021030,5186
1411098,,
1411171,,
23051,47065011445,3994
1410816,,
1410967,,
1411089,,
1410709,,
1411063,,
1410706,,
1411199,,
1410683,,
1411324,,
1411050,,
1410988,,
1411369,,
1411325,01073012302,3918
1411161,,
1410648,06037532200,6599
1410809,,
1410962,,
1410590,,
1411137,,
1410824,,
1410874,,
1410822,,
1410963,,
1411351,,
1411075,,
1410793,,
1411061,24025306100,3898
1410895,,
1411251,,
1411043,,
1411159,,
1411069,,
1410632,13137000604,5320
1411039,,
1410789,,
1410886,,
1410913,,
1410837,,
1410680,,
1410678,18003004300,2358
1413252,22095070600,2123
1413394,13055010202,3324
1000461,48201221301,4486
1411790,48361020300,2559
28573,20041084100,3974
1411978,29095002100,4470
1413046,20169000300,5230
1411624,19163010402,3153
26666,26029000800,2957
1411762,39031961300,3866
1412196,17031281900,7031
1412425,,
1412395,,
1413504,12117020601,8592
1412336,13089021306,6076
1410638,34021000100,3354
1411660,42011010201,4444
1411998,54061011100,2918
1413336,47055920100,3377
1411814,48303001200,2153
1411640,48201340102,5395
28759,06013302005,7134
1411753,26017285600,7286
1412407,,
1411871,48201254800,2705
1411587,54079020500,5925
1411559,56003962800,5662
1411907,27019091100,7554
25975,20021958500,3479
1411805,,
1411807,25013813002,4000
1411799,44007012200,7445
1412014,25015821500,3352
1412605,,
1411902,39057280300,1586
1411916,39017011200,8868
1412207,39095009800,4468
1411629,26163588400,5722
1412130,06077000803,5242
1412632,,
1411953,21091960300,2617
1412634,,
1412610,,
1412413,,
1412481,,
1412233,17031770500,4632
1412433,,
1412337,55117010602,4373
1412162,12086009040,7103
7341,39055312300,4644
19673,37067003309,5603
1411859,51660000203,1806
1411700,25011040900,5090
1411831,25013813002,4000
1412013,25015821500,3352
1411798,44007012200,7445
1411915,25027726100,6182
15320,34011041002,3436
1411602,12031010301,8099
1411780,19095960100,3808
1412085,,
1412082,,
1412079,,
1412084,,
1412080,,
1412081,,
1412083,,
1412078,,
1411531,42075002100,5132
1411734,42075002200,6699
1411886,42075002300,2658
1411981,53067011720,6185
1411727,01121011400,2668
1411480,01037961100,3625
1411883,13089021412,4050
1411934,48215023521,5506
1411584,31035962200,2640
1411735,31001965400,4534
1412065,,
1411845,48201550101,2926
1411844,48201550101,2926
1411881,02090000500,2467
1411906,53021020608,6843
1411496,47157000800,1934
1411575,37119980200,6
1412054,,
1411621,48113021100,4087
1411821,39007000300,2093
1411685,39007000601,2582
1411627,06073021502,9851
1411638,06071001803,3240
1411614,06037104703,2572
1411950,37077970102,3131
1411774,37083930800,4687
1411810,37077970701,5437
1411778,37181960200,4107
1411726,37069060502,9754
1411990,37077970101,4918
1411904,53021020608,6843
1411779,41043030500,4374
1411732,45083023406,4346
1411594,20041084200,2390
1411665,39167021600,3603
1411474,01053969900,4399
1411842,12011042900,7272
1411846,34027040400,4107
1411992,38017000801,3102
1411706,32031003111,2357
1411463,,
1411983,39153532004,3782
1411619,06059074403,5389
1412028,41005022108,3168
1411905,53021020608,6843
1411880,48201311900,2145
1411974,42071011805,3143
1411869,42037050900,3563
1411893,,
1412052,,
1412077,,
1411894,18031969100,3145
1411748,17161020102,3609
1411942,17031821500,1421
1411525,39113080700,2051
1411754,26015011301,4419
1411650,48201422200,6024
1411557,55097961102,2984
1411680,48439123200,3121
1411501,40111000200,2655
1411808,48439104804,2776
1411929,13121010520,5652
1411618,39165031904,6926
1411478,48467950300,5112
1411870,32003004703,6209
1411516,21111012103,3815
1411752,26081013400,5751
1411809,29201781100,3230
1411484,13189950200,5471
1411609,06073017014,2493
1411926,17031811702,5384
1411699,48201240400,7984
1411664,47157980200,11
1411533,39011040300,3553
1411795,29077003702,2916
1412005,40027202501,4666
1411885,17043841705,5858
30313,17031820202,3128
1411663,06047002401,1623
1411714,06047002203,6155
1411572,06077003900,1494
1411817,55079002100,2228
1411600,04013817600,6885
1411670,48339693102,6348
14817,17007010400,6912
1411820,12011110600,5380
1411964,48029192100,2724
1411626,13129970302,4782
1412030,13213010402,3494
1411574,37179021013,9206
1411608,36023970600,3049
1411988,06077000402,4640
1411837,45075010200,4730
1411923,13021013900,2152
1411742,30049001101,3071
1411472,48201252202,7192
1412038,48491020813,6343
1411827,05007020201,4999
1411789,48245011204,5323
1411606,48245011205,2396
1411976,02130000101,2894
1411751,02110000100,5212
1411989,48201212500,3792
1411848,13045910101,6708
1411705,48201253000,4637
1412058,,
1411769,17043841704,4609
1412003,48071710201,10707
1131,06065046900,1725
1411639,17043846604,3697
1411510,29077004304,2134
1410959,,
1411895,06037294701,3110
1411855,12057012900,3215
1411613,,
1411605,45003020402,1968
1411462,,
1411494,37119005910,5524
305,47001980100,0
1412053,,
1411919,29047021602,3505
1411549,36029014501,3601
1411465,12093910102,2835
1411596,18003011801,3838
1411628,36103122408,3642
1411644,48309001500,2272
1411933,06059110500,8557
2477,39095009003,4402
1411922,39013011600,1151
1411963,24027601203,9282
1411648,18089042302,2509
1411530,54009031103,2578
13521,55123960400,5017
1411537,17091010702,6860
1411562,,
1411548,26081012608,4057
1411684,48113014002,1985
1411913,08077001102,4954
1411453,20209044702,4717
1411469,48201311001,3040
1411661,48041000104,4532
1411813,22005030302,5614
1411716,06037620400,5360
1412024,19179960100,2879
1411593,19051080100,4137
1411835,19179961100,2760
1411764,48337950402,3415
1411603,34039980000,299
1411986,29510127000,1221
1411879,55059000601,6496
1411658,06077003803,5968
1411867,39081012400,2406
1411623,06037402702,6354
1411693,22019003200,2076
1410659,26163536600,2535
1411830,19111490700,4298
15587,41029000100,2063
1412064,,
1411973,29189221423,3989
1412043,20175965700,4760
1411966,18089010302,3175
1411993,21111012703,5855
1411945,29189214100,1080
1411695,17043846405,3899
1411553,46099000100,6363
1411551,46083010300,4887
1412036,19161080300,2188
1411720,27121970100,2322
1411676,27149480200,3873
1411875,27015960400,4740
1411729,21111011116,3724
1411770,53053070100,3900
1411655,53077003100,5900
10434,42073001000,1619
1412020,32003003626,4267
1411794,17031842800,7637
1411957,55079001300,3684
1411937,06095252707,5044
1411996,17031843800,2000
1411802,26125133102,1918
1411514,21151010902,4002
1411864,36107020702,4292
1411563,,
1412096,,
1411447,05139950600,3294
1411804,06065030502,2120
1411852,48201542902,27220
1411759,17039971500,2601
1412019,17115002300,2898
1411868,17115002200,5293
1411526,17115002200,5293
1411757,20091053603,2977
1411758,20091053603,2977
1411539,39035196100,2435
1412089,,
1412087,,
1412088,,
1412086,,
1411641,36103112215,3771
1411490,45007011401,4016
1411730,42133022100,3419
1411892,37063001708,4895
1411452,20173006900,2817
36340,26007000400,2925
1411819,47187050304,2549
1411555,55009020702,7600
