FacilityNumber_receiving,FIPS_1,POPULATION_2020
20698,28081950502,3562
15780,37001021102,3587
24819,28069030100,4875
4822,29183312003,6938
38759,21059001501,3717
14777,17031261000,2289
21768,26021011102,3016
32222,48303000607,1976
20176,48303010201,2090
973,41067030401,4790
38710,48201251800,2096
22285,28035000500,1099
37421,37067004005,4870
12459,,
23441,47093005704,6341
14205,47107970402,5268
13620,39167020300,3623
33912,47093005202,4075
38512,55079160302,4475
30479,39039958600,3630
25279,47097050300,2657
18055,05143010202,4133
14202,01123962100,3936
25653,40135030401,3630
20908,53061041901,6645
31856,53053060200,2247
27608,19047070402,5285
31163,19047070402,5285
34440,19047070300,2033
10883,19047070300,2033
22479,19047070402,5285
34754,55025003100,6228
18816,05023480302,2994
35933,,
25244,06037121222,5376
6674,29095000600,4653
1241,06029003303,1257
1191,26065980200,15
21370,31019969000,4722
36094,40037021000,3681
13211,48113016903,6851
35967,40137000300,2137
26759,48139060704,4815
27114,49035114500,7487
37446,48113010602,3135
9994,42107000700,3364
31321,47095960200,2133
14114,29069360600,4290
7177,25027708100,8213
24546,36029014501,3601
34394,17031801608,7057
14015,06037229410,3471
22188,39003011800,2298
11979,12031017300,7844
5362,39003011800,2298
11244,36033952000,4953
5592,42125713700,4233
16055,44007002600,3613
8251,44003021100,5380
36966,13015960104,3077
37852,13015960104,3077
20558,13013180205,5319
1792,39035107701,5524
17350,47015960300,3478
25561,56007967800,3888
4236,49035113101,7013
9037,39029952200,1772
26664,47145980100,0
12290,42111020400,3453
523,08043978100,4436
22401,54011000300,2485
33988,,
31456,48049951100,4376
32122,39095006801,3007
12872,47045964600,2693
6446,39165032100,9917
8122,34027041603,4431
12512,34017012700,6009
1200919,37107011002,3810
28778,,
23915,37081015703,6590
14241,29097011501,5442
33969,49045130707,3909
8659,45045002001,2898
32407,34023001505,2282
25787,48423000201,4063
15952,24025301301,5009
12685,24005492700,3156
4345,24005492700,3156
19638,24510210200,3012
12057,45045002301,4024
5580,27013170300,3040
31037,18089042704,4150
19206,37127010504,5651
38307,42077006204,3964
32419,42011010304,6637
29153,39095001400,1414
25368,17201003808,3578
35418,25027709400,4939
18683,42095017404,2146
35929,22005030302,5614
16581,42015950700,4426
30831,50019951500,2438
10218,36113070500,2554
26052,47009011201,6103
10965,,
20247,24017851100,2849
32164,26029000800,2957
27225,26137950300,5936
11955,39035981100,0
26980,26099268400,3585
34556,39035107701,5524
17208,37109071102,6689
9507,12107950100,3874
34070,53073010600,7057
1009845,17201002200,3508
2406,29063080101,2157
1942,29021002800,4842
20616,51173030200,4136
19186,13139001204,5555
26520,17085020300,4909
9135,17105960500,3187
13742,37051003800,2588
25656,39147963100,4378
9614,24031700500,7196
10680,12095016731,7553
24090,06069000400,6748
13023,18019050902,5206
21179,42125771100,5558
28075,13303950300,4826
11790,51760060800,3572
20228,41051004300,1176
15483,55141010600,4527
20283,13217100600,7269
35909,32019960902,2859
22708,27145010600,3960
22200,12127091029,5129
23376,26159012001,4008
11139,39113080600,1205
17876,23003952000,2559
24972,23013970402,2739
4837,44003020500,4514
23064,23019012500,2536
30655,23025966701,2444
30667,39035197900,1824
532,01007010008,2770
22644,47063100700,6039
33646,01091972902,3344
4083,34007601800,1102
28751,12049970201,3271
12807,12027010200,5306
5283,49035114500,7487
22867,55139002601,3918
13424,28047003208,4332
30556,01015981901,8
24803,25025170302,4051
28781,23029955300,1464
19597,39035116700,1271
12523,26081013400,5751
24754,26081014605,6622
25743,25013810601,4159
38793,36071012800,4975
11507,56037971100,2772
25343,48201232600,2892
28627,51800075701,1667
5545,45045002903,7366
17666,18027954502,4138
782,18027954502,4138
8152,18083955800,3376
22174,28121020304,2719
12698,37081016800,7802
20422,37151031101,3349
1905,17143003402,4276
4661,40101000802,2296
12189,29189214300,3714
1819,37065020600,2417
26290,42095014100,5917
22098,39155933001,5852
34654,42021000600,1606
29707,31019969700,6625
31416,24043010700,3370
37131,48029980002,0
9489,12031017400,2825
20640,12009060400,4276
8060,12057012600,5697
4755,44007012200,7445
4173,39113030100,4704
17180,51185020200,5043
18667,48121021645,2083
1465,26103002200,3096
1004961,55009000302,4722
24292,37155961100,1930
22655,36029017200,2263
15415,39169001300,3989
18784,36029017400,4636
24853,39113080700,2051
13153,37061090804,2625
11166,36081000701,3460
25212,37019020602,5618
3901,37175960404,1941
36689,48029121203,4769
26362,34025810501,3879
9698,51730811000,4447
35130,19111490700,4298
4938,27003051101,5254
28285,39061027400,4337
13435,06037503902,4663
13052,44009050801,6113
31802,09011697000,4644
23761,53053940009,4020
13914,12031017400,2825
32812,48441012400,2610
37621,39137030100,4496
23437,19163013400,2975
29073,04013523102,5752
17363,04013093104,5537
17686,04021002400,1420
36756,04013115400,1995
37405,06065041415,4530
12218,47157021355,5383
31882,29095015500,1328
6679,40031002005,5735
29922,42101010400,3573
29693,17143004600,5052
22102,36061001300,5402
21413,48201310102,2455
7237,34005702810,1371
29608,47185935200,4347
29935,47187050306,2069
36393,50019951900,2499
18448,17163502300,5205
33884,17111870105,3504
15966,42073000900,1692
23716,42073011800,2589
1438,42003450700,3033
29122,42019911000,6159
20940,42073010400,3102
30346,34039035000,2857
14523,27127750400,2829
39350,37027031403,2337
39206,13067031214,3575
6427,48113020402,6079
19952,,
13038,26125150800,4344
29918,,
21226,36029012800,2539
29731,42019902500,3821
30566,13057091013,4291
30365,01079979400,4399
16506,26077001802,4486
1200393,,
11919,26163577200,3495
29265,06081613501,4148
11144,05131001306,3964
14614,05061950200,4739
1010214,55047100100,3175
8488,28121020105,2249
19030,55139003703,6371
7914,01097006306,4737
1201773,48469001700,3896
35863,36029014208,7058
35671,26089970502,2282
14933,26089970601,3927
4150,48201534101,2909
10170,18003002100,2192
9485,01133965602,3128
37217,19047070402,5285
1002943,26163524600,1401
1001766,08123002502,6391
29820,08059009837,7944
478,08059009901,3121
21076,23007970101,2260
32192,49035112700,5671
30114,39035117102,996
27687,39085200900,1957
9290,04027011202,1106
18279,26163553100,1295
20357,39035109801,2147
25887,39133601901,2564
22515,42107001300,2974
26703,29097011400,5898
3001,48245011205,2396
4720,37157041502,6035
21704,37157041002,5903
17391,54107010901,4703
15640,51171040600,3762
37776,45015020405,3447
9368,36061008400,1985
16670,,
5694,42101018300,4326
6791,42101003300,6307
11077,42101037300,5913
23868,06001438204,5940
22539,06029003213,2065
38484,19049050400,3284
13991,45047970702,5260
25358,31055006703,3046
1207087,47113001607,5998
17881,29217950400,3339
3727,20037956600,4115
8640,37087921202,4115
4794,01033020300,2273
26829,01113030601,3717
284,01115040207,3381
23770,55009000800,1653
27427,48201324101,5279
37183,38077971400,2864
6015,38017010107,2639
14955,34031124601,4710
17235,34009020500,2128
9033,42029302706,4825
11400,42091206300,5043
19968,12057003700,1894
19440,56043000200,3139
22664,55063010401,5712
2209,53067010100,3601
19685,28151000900,2701
32127,36007012000,1581
1009227,36007000600,2252
16755,13021013502,1534
3907,51085320400,5120
34358,42125775200,2254
27527,42071012302,3153
30767,06071009133,8582
34454,39095005200,3110
36853,26161446200,2252
28674,44003020604,5441
17216,06071000304,6163
23919,37101041206,2663
17741,19061000802,3492
23254,25017383101,4149
38347,37063002038,5724
27660,36099950400,2894
17871,42011010100,5915
14841,42003462100,2524
25673,48181001801,7108
19355,48085031006,3460
13671,17031801601,4734
6068,13047030100,7465
1200093,01077011802,3739
35619,28087000800,2801
35970,18079960400,6745
33544,47101970200,7752
20845,29189214300,3714
13842,49035113512,3417
16823,40143009019,3808
31848,08059010405,2715
20954,51680001400,7403
21428,42029304403,3998
3421,45019002701,2597
34097,08059009842,3434
13066,08059012057,5783
12625,31119961100,1850
34960,19163011000,2545
21333,19139050100,3586
35789,42083421100,3501
19596,42101014300,1937
22324,17091011700,3151
8081,19147960200,1727
7396,36009961000,4395
4035,17031805107,6793
20292,39061005200,3563
19693,27049080800,4517
13546,37117970100,3749
22783,36005009302,512
38090,23011025001,4425
38417,36071000600,4014
24911,09001043100,4545
32607,19095960100,3808
32362,19103010200,4882
29985,19113010700,6787
2082,19113010500,3810
25195,36005009301,5551
15440,26099221500,1257
25114,21209040400,3169
3200,42111020102,5011
24233,39011041000,4011
1208358,,
23166,28049001000,1190
16662,28001000800,3266
23273,31079001400,1915
19468,18123952300,3371
6288,21111012104,4072
16221,55135101000,6349
24566,55135100700,3375
25578,55073000700,5771
33406,55071000200,2432
22993,06059099603,6433
20090,06037404600,1472
6922,09015906100,5045
10887,50015953300,3020
14122,41035971700,2956
7546,28143950200,4082
23477,13121008801,2654
17610,06029006201,2587
6589,13063040424,3154
11383,49035102801,5919
24708,06023001200,5141
28200,06061021103,4904
13332,06103000400,5598
4284,12103024512,3006
34206,37123960202,4420
17179,37123960501,2443
4436,39043041900,4625
24747,39043040500,4487
24510,39077916300,3465
31373,53041970400,6266
1896,22005030302,5614
31937,42049001200,2347
34281,42133021600,2861
14539,42055011302,6028
15731,17031530600,2774
34569,19113000400,5351
36469,06059076204,5009
7643,47011010202,3900
6029,25005650201,3169
14984,39035105100,3584
39379,36001013703,2101
21967,,
3959,24037876102,3135
35891,26163525800,1781
24053,55063000200,4997
12703,40147000400,4599
30204,06037980016,222
2408,06059062610,11867
681,19085290400,3181
20733,39027964700,5762
14667,42105950200,3091
36139,27039950200,4030
38772,39079957200,4821
23111,01097005702,3211
19352,48157671900,4094
24575,06083000700,6536
30591,,
37374,35013001810,4510
19572,06037980011,140
21919,53033005303,5310
1206449,25013800202,1435
30559,39173021701,3200
20882,48439113407,5684
9166,48453002214,3624
20104,,
8563,,
7155,37067000802,2258
26811,13185011401,2625
31175,17161023600,1609
25151,21037052500,5313
22591,33015104101,4932
22425,36117020303,3898
29130,36055012402,6092
8129,36029004800,3874
17827,06037403402,3549
31626,36051031102,2597
25139,36029010902,4540
5859,36055009200,1322
12256,36055010500,4477
6484,17031842300,3529
8830,36051030800,5060
19668,36119011800,6722
27901,36045061600,5175
11322,36073040603,3616
8588,36055001800,5420
9674,36055015000,5586
36209,36055015101,4651
10456,36055012900,5460
22827,36069052101,1641
13259,36055011710,5967
14316,36073040603,3616
6773,36055011205,5775
14321,36055015200,6904
7361,47037019503,5241
13650,34013007400,5474
32726,36119008404,5111
1616,38057961800,2778
6787,39157020500,5647
10116,39143961700,3229
15340,17031803015,4631
29755,01133965502,2728
36037,01133965501,2219
10292,42003476100,4979
37059,36047044902,44
34706,12033000300,2594
32464,42003980600,19
22048,39007000300,2093
36584,01097007102,3201
30267,26163534200,2991
6731,45031010902,3159
22749,13115001400,6408
24569,13115001100,2749
35952,13115000202,3956
9640,51155210600,4276
13231,,
5385,19135070100,3052
39234,,
10102,12105012004,2556
30522,12057002600,1706
24477,17043846002,4737
2900,42107000400,5781
20899,,
14892,34007601800,1102
11735,16069960500,4443
19115,16069960300,5200
28237,16069960300,5200
20330,53063012402,7631
5696,19179960500,2404
3162,19179960100,2879
1005626,12057013923,11022
36481,39113001700,775
17145,12083001103,7391
38789,29083950300,3182
26475,17109011000,2182
21537,49035114500,7487
5227,12111382202,4219
33713,,
38140,49045130800,6988
23081,17119400700,1498
28504,36009961400,5002
35901,42087960600,5193
20691,26029000400,2946
1400058,04025001501,2309
13752,06065040305,3498
30273,42007605300,2998
36016,42007605300,2998
18149,39155920700,4434
30616,36001013503,5284
1200342,13245010400,3555
21859,53053062801,7347
8221,13067031214,3575
18725,13077170101,1957
22094,34007611500,4749
36782,42097080900,3060
30237,06037502500,4124
36969,26155031900,3756
32817,36103123201,2306
1204419,37097060200,2085
14771,47157003700,1291
13843,37057061400,3132
15177,47037012702,3323
17359,17031630600,3250
19767,36071010300,3554
286,33015004000,5946
16980,41051007300,1781
9471,48245010902,4853
24936,46127020200,2869
33510,26163984100,4
15178,21089040400,5647
17074,17031838800,3102
32093,21117063610,6769
25637,34013006800,5458
18152,18085961800,6384
28307,04013616500,3838
132,16077960100,1625
39256,34031223802,7966
19963,34027040803,7258
8745,06085504318,7427
22856,06115040800,4405
12321,06113010201,3985
4606,54009031102,4288
35965,42033331600,2438
9826,40109109500,3337
32543,17163502404,3702
23395,48309003712,3136
35683,29189217806,5595
13361,39083007100,3618
13887,13215002500,1074
28027,53021020102,5279
15348,37155960801,3220
33310,54073962200,4228
1207461,48439114110,8809
14081,31053964300,4960
26312,19061000600,3175
15958,54069000700,879
25872,55043960600,3871
13859,47001020300,4028
6317,54011000900,1509
13000,51640070101,4231
1217,36063022901,2256
4459,36029006100,5155
33008,39049008380,5128
34989,42051261200,2202
1201280,39037510100,3954
39074,34021000900,3942
9390,37081011300,2956
14072,18089031000,1509
17251,18039000302,6365
24582,45089970502,3942
36306,12079110400,3890
33337,18035001600,2180
1207152,42003403500,4352
7469,20169001200,3521
5879,01097001200,2447
8730,21233960400,3728
33158,39035107802,4158
11576,12057003300,2496
23226,18017951800,3641
24427,13185011302,2243
12375,20169000102,2252
26899,26163982200,9
30061,08001009003,4405
26744,26027001600,3748
22249,25027732901,7444
27926,47189030202,9411
2172,47037010302,1817
11970,47165021106,4040
2316,47005963300,3822
26091,48121021502,4726
6400,25005653102,5250
1003113,45035010808,7394
11131,48485013600,5906
17324,54097966600,4443
29527,42071013504,6492
39312,48439104502,2873
11013,05143011006,6522
27201,48253020101,1499
9436,13255160500,6830
6929,06065042007,5559
389401,01073011704,4343
9910,55073001106,6358
25438,48181001101,5102
33451,18129040500,3061
7723,39033974900,3263
36128,26163583700,3705
1006606,42063961600,4391
24636,34003036200,3133
17907,54011001200,2606
28426,04013113800,3059
35676,06065041500,3835
29783,37025042604,5261
7992,06037536102,3343
22189,39095009902,1096
35804,38065961200,1877
28587,38065961200,1877
12211,38059020200,8931
36446,38037965900,2301
10040,38015011300,8273
29253,38065961200,1877
37086,38065961200,1877
3123,38015010400,3487
26616,01097007500,1346
21384,06037402903,4324
31134,29097010601,3070
26975,29077005802,3021
24954,48375013400,3230
9469,12015010200,4962
30612,45049920201,3663
34295,39017000400,4747
15400,45083022902,5148
38139,06039000203,1552
14229,45007010602,4014
10922,36029014601,5261
27917,01125012501,1535
7222,01125012501,1535
32966,01081041703,5114
25534,45047970102,4506
6035,17021959000,4796
12246,55095961100,3874
1207261,18093951000,3505
2855,39017011123,6042
4305,48201240400,7984
27763,19127950900,3393
16716,19127950801,3471
1612,47011010100,4564
11477,28075000600,1492
11878,01073012910,4703
20847,05119002700,5811
1206100,48439100505,5070
28872,48439123302,6345
21476,48143950502,4135
7999,29147470400,4203
2347,56005000200,7786
1162,56005000300,5089
32131,13115000403,4083
32692,55079004100,2493
21913,06037123203,3508
35021,36001014402,3271
30072,36029013400,6594
15293,05045030102,5990
15942,05139950800,3266
28862,26163506200,1814
25943,41043020103,2726
21689,28139950201,4377
18012,39169000500,3907
27827,47063100700,6039
24526,12057013504,3818
21773,12057003700,1894
16135,29077003003,178
2253,39031961400,3044
30947,06037291210,5162
38397,06037432300,3873
34809,48187210300,5629
34538,20107955200,4216
18776,42043021400,4915
1201087,,
29875,39035186206,4332
6646,42091202602,2670
34147,39153502800,4071
38605,01097005702,3211
15901,12071001203,4089
10256,27053126201,3153
30526,38015010800,3556
7710,48061012700,5382
22711,48061014202,2383
25630,25027724100,3833
26711,45055970403,2204
17595,37021002000,7131
8286,42129803200,2435
167,,
31599,17031829700,3344
32630,17031843200,2422
37949,39153502500,1027
37573,39081012000,2803
28159,39049009495,5258
6033,39053953500,4498
19619,39153510301,5110
23577,39079957700,5406
36884,54079020500,5925
25039,51071930300,5503
19170,54039011401,2740
10383,54055002300,5146
39047,54019020800,4429
1201952,54039001800,2686
12382,18137968600,4854
38234,48175960100,4054
16103,48469001402,4377
7950,40135030401,3630
19435,48469001700,3896
16970,05037950500,4408
29320,54039000900,1158
26214,21019031102,2106
33815,54079020400,6685
39014,54079020700,4238
12320,54039010601,2864
22997,48485013202,2982
1207195,48203020604,3927
30700,39105964400,3087
244,54039001700,1608
29821,54011010702,4087
11312,40143005808,4154
31769,05131000200,5561
9508,05069001401,1416
12378,40143009200,3530
13298,29189211401,5325
25111,42003461000,1108
19180,17031828401,3598
20962,28089030600,3447
21957,13067031114,6880
27125,51775010300,4378
6582,23003950400,1782
18283,31013951300,3889
20713,17073030400,2482
35039,17161020800,5110
29346,20057961901,4529
6794,42117950500,4614
26476,17031243000,2234
22278,26067031700,3701
27137,25005617101,4910
8533,04013116620,8015
38730,29055450302,4326
21111,21051950301,2488
5201,29087960300,1680
32968,26043950200,4229
22158,,
12499,29189211500,2989
34982,36071011801,4802
31729,05005950801,4236
34233,39029951100,4502
1010100,39029951100,4502
32768,39045032200,3580
14755,39061026300,1070
15195,08001009553,3528
14710,06085504602,2056
32319,39035156101,1424
31419,34017013600,2234
16289,42077000400,3790
37749,37057061703,4306
34744,37057061808,4023
15917,37057061501,4773
14375,42085031400,5472
21498,42031160600,3931
26301,42033330800,6702
1201466,42033331000,4800
28101,42031160800,3754
1201431,42033330500,4312
25993,42129808500,1513
24668,29189215001,2840
21577,36103122408,3642
16152,29047022100,5343
30671,18103952200,2740
5076,40131050408,2902
1060,13245010602,2451
28458,37167930102,3797
21365,37083930100,2908
24585,09003473501,4638
34506,41051004300,1176
12416,06037503902,4663
14036,47101970200,7752
9247,17031550100,7019
27241,48439100202,5428
39477,21071920801,2593
36488,30049001201,7030
36145,18005010100,5275
19097,27003050829,3754
35612,04013109200,4338
20440,13255161202,5172
23865,13015960701,4834
1965,26139023004,4163
23958,26139024902,2986
17910,26021020100,2598
26736,18097360302,2706
9359,48085031202,7224
36649,17179021605,2642
4865,10003016309,4125
1201898,55107960500,3507
1132,,
2024,22007050300,3419
3998,26139022206,4792
1000231,49049000601,4075
7360,53033032313,7670
32983,55001950400,4491
30428,19099040800,4186
4769,40109108005,2449
19518,32510000900,5648
19629,06037532500,3838
24880,51149850302,4571
3405,06037700801,4941
15049,17031060200,2313
27514,41051010200,7130
37386,06059021903,4430
26245,26163983600,9
16200,36029017200,2263
31954,42095011300,4256
30542,06001432800,4121
1345,48423001607,4401
2585,40031000403,4637
13335,17043840104,6031
14016,18163010207,3298
14980,04013093104,5537
3726,25025980101,0
16126,,
14371,01089002801,5142
4782,42101980906,0
14739,18181958800,3385
2644,37087920202,5239
9362,18017951800,3641
8240,47163043302,5891
30945,19061000701,3436
14126,06085505202,7715
15597,35001002700,3671
29479,13257970302,3027
25497,01043965001,2652
15000,37145920200,6374
37531,37081012604,4778
12422,40119011001,3517
33391,25011040400,3369
38649,09003400101,2928
26445,25017342402,3664
15073,45083022003,4549
15242,17031825400,5337
34813,05009790501,4030
1005331,29077003200,4152
35529,05005950100,4528
34458,55079000102,3711
22518,45047971000,1896
15612,04013941300,6334
19473,48201410300,3722
16388,01097006504,4215
27254,39035152605,5726
16174,49005001401,5392
17761,06037532500,3838
26114,37129011300,2014
13833,17031560100,1477
24684,47037019600,3666
12073,15003005900,2994
12040,48201324102,0
15766,17201001800,4762
29811,55079001500,3176
20476,21037053301,5763
29700,49057201100,2525
19044,42011012500,2242
8139,42117950500,4614
23970,42003202300,4127
19161,42063961600,4391
36106,39035184104,1887
24039,15001020202,2035
1563,12031014422,2936
23562,36013036902,3135
24390,13019970600,3344
27695,37081013700,4123
26018,21101020902,3298
28469,47149040405,4131
32570,39143962100,5010
25084,39035154601,5126
25431,,
22883,39119911800,3152
13394,37165010102,5031
38029,26093742403,5485
35324,55133202002,4077
15599,18071968200,4105
22669,31037964800,6841
11948,31037964800,6841
12308,18097320108,5546
15047,39061023201,2933
10087,48439111317,5000
31100,26163580100,1920
36996,48141010203,2858
31153,40101000300,2935
4592,17043841003,3631
778,,
32280,36113070500,2554
32651,28081950102,3435
32851,55115100500,5100
1006509,18169102400,3245
1644,28083950400,4797
19581,22071001751,1044
13426,55081950400,4506
33695,17031802200,4848
14159,47077975301,3512
16085,12011090102,1773
23685,13245010602,2451
13416,06037206051,2591
34344,12059960202,2079
31657,12131950501,4569
21992,47187050502,4245
27790,13039010303,3234
10023,40125500901,5050
1208469,29510106100,1744
11922,26081014808,2314
34842,42053530200,2612
5331,42003458001,4333
19301,12086980500,466
33456,34013007502,3233
27135,26025002600,2083
24500,45015020602,7949
9056,55039040300,5954
27347,17031804514,4690
12715,24005450100,3988
18367,47063100200,5632
7149,48141004312,4918
27936,48141010370,20548
259,55009940003,3715
14285,13217100600,7269
38618,55139002500,4876
14216,48201420700,3039
17142,21019031300,2350
17015,39151714901,3818
25674,45047970702,5260
39526,06085504602,2056
31883,42003409001,9192
37194,39095006801,3007
37039,34017019900,5542
18182,49035114500,7487
19546,19001960300,3109
6966,24003750300,2761
24992,51510200403,1410
33290,51059480802,3910
13631,37081012618,3479
27800,17031832500,3334
5057,,
33756,26163584600,2014
30041,17031801800,5972
37032,26161411700,2331
24961,,
17537,26163556500,2172
9594,27123041302,4232
22952,37027030200,5208
31509,26163511400,2005
1009500,36023970400,2812
31049,06019005503,6643
4625,42025020301,3336
10755,42079217001,2339
13117,37097060300,2648
21018,21117063800,3011
15460,42015951300,3957
8114,42123970900,3366
1202260,38077971400,2864
24318,27123040601,5859
26894,47143975401,7003
37658,55089640101,3141
23041,55117000300,7248
35121,39035184104,1887
16732,05007020301,4305
24224,17119404000,2289
17129,17149952700,4362
24445,39061025002,7258
22086,18029080400,6103
13225,42033331402,3560
20818,05007020701,5783
25523,36119009400,4290
28854,06037239202,5013
25947,48201321900,5657
21727,23001045000,2262
33500,25013811500,2202
36286,28139950201,4377
20441,28139950202,2016
28105,27129790400,2642
1205930,42007603900,3187
34307,48361020200,4019
28158,12073001902,3763
8812,37171930600,3538
33414,31079000900,5296
12718,12105014804,9455
14434,36055008702,1500
18965,48113013806,3628
28979,20173003400,3051
27978,06037104701,4601
36727,36029009200,4570
1386,34023009200,4400
15539,42107001300,2974
21895,05091020702,3642
28874,29095016300,2082
6883,28105950402,2353
20243,55079186800,1736
9292,55091950100,3973
37335,47157021721,4860
13812,28087001000,2218
18740,31079000100,2467
26253,17043846404,6135
26835,36119008000,5963
8566,42091206202,2213
18160,24027601206,4353
11892,24043010402,6075
22987,48113010003,3254
34400,06037480201,3923
26037,39061020404,4807
17982,42091203902,3988
35995,54061011400,3612
17896,40109105300,3223
6241,26139020200,4828
12483,41047010305,4576
21997,27137000400,5206
8605,27137002000,1294
16410,12105011721,3211
33018,06013365002,6085
26241,20111000800,3409
19362,20111000300,4982
6634,20111000300,4982
4032,37001022002,4717
26601,51590000500,1809
5336,37067003107,4346
16151,37081012607,2698
21817,29077005100,4000
21167,29101960101,5957
12036,48091310401,5618
30604,20091050600,4565
38070,41059950100,4211
16924,13135050520,5138
32914,41067031402,2961
13381,42101036700,3856
17302,36067014400,2428
33982,37119001200,5404
21869,22107000300,1670
29625,17089850705,9050
25170,47165020901,1352
35597,26125136101,5674
9715,17017960200,2501
35621,20103070100,2074
18884,39011040300,3553
37670,26065006600,2864
37665,,
26426,37083930701,1111
23129,48201320500,4300
21254,48201510902,3867
38542,40137000901,4619
16235,17089853300,3745
28460,36071000502,4208
31350,18003001600,2021
28348,18157001501,4891
34965,36029005600,4682
31518,06037540400,2224
1002117,42077000400,3790
20523,06037408140,3775
1003600,04013114500,4071
33793,06073010110,7510
30341,34007611000,6359
15312,17029000702,2767
13792,45055970908,3419
4375,22017024303,5802
31835,47079969100,2817
17036,42009960500,3327
37257,01109189003,3946
8246,39103417300,4595
33619,48439111204,5727
35746,37159051001,7748
38251,29155470200,3022
27537,19061000100,2661
9539,33009961801,2102
32622,38059020200,8931
34747,23007971000,3608
2022,36067013701,4510
24409,36029000500,2112
27812,29095009600,1555
26879,55087012300,1616
5471,39173020100,5160
9992,,
28971,05135470300,3960
11712,38057961800,2778
37854,09013538201,5007
17357,42091201404,4868
22781,,
16442,38057961800,2778
10824,17031817500,3612
11609,05071952000,4287
14623,34041031500,7781
36994,37171930901,4438
37617,37197050300,5732
16524,17043841504,2970
14823,18127050302,4074
10287,55089620100,5796
36777,17161024101,3590
1005750,26163524600,1401
34439,19153001900,4371
29031,19125030102,2815
20594,21111012702,1936
24464,26001000100,1690
39436,48439110807,7063
38890,31047968500,5549
22326,31047968500,5549
7265,39035181204,5476
16363,01025957902,3794
28377,19153005200,3207
21887,01115040211,3072
23442,06075980900,1248
33926,06001433400,6644
6517,06013305000,7064
21894,55073000900,2189
18319,55063000100,4715
37837,31109000600,6828
11056,27053026514,4801
34150,21041950200,6267
17859,06013313102,4581
674,42003565200,2740
13584,36091060200,3744
21407,45079001600,2272
32154,45059920600,4264
10989,45075010200,4730
8963,45063020506,4562
20025,45079010804,2142
22860,48201411301,2119
14896,45085001600,3303
29796,06001402200,3250
2379,09013890204,2827
7892,54069000700,879
14203,18005010100,5275
1208536,22017023701,3649
7273,17161020600,2267
33339,36103158016,2137
32110,13135050306,4307
30609,21173920202,4107
16696,49035111602,6762
28530,06095250701,3473
15864,06001432400,6279
27146,41031960100,2482
13320,51650010503,2598
25682,55011960400,2471
34246,17031830500,4410
31428,04019004613,4017
4965,10003980100,0
24294,26163524300,2626
18313,34013020600,5230
19000,55071000500,2731
17106,39035192900,1897
33758,39157020500,5647
36871,48029181713,7155
28098,34025805500,4471
21928,08077000900,4417
36359,04013112516,4305
19261,19153005200,3207
24472,31019969203,6707
5544,31019969500,2222
34873,,
36980,38017010206,5797
19602,26065000100,1804
11549,18097391001,2731
20089,42125712700,1425
13005,28033070812,5333
26610,19139050400,3903
23461,13313001200,7643
10692,53057952600,4031
21309,17031828402,3688
29822,13089023315,6559
37075,01073013200,2189
22877,23019003000,3812
22564,23019000900,6430
16028,42003141200,4007
28326,42003495000,3070
492,,
17673,47105060600,4815
13499,06013315000,3434
37933,27127750500,2676
39219,08015000100,2555
9050,51550021401,2087
27041,45059920105,5116
10707,08087000400,4522
23536,29163460300,5428
22201,29111970400,1777
19696,47157022220,3418
24580,17031802402,5543
18250,27123036100,1607
14991,55089620100,5796
18101,26151970400,3835
15205,26163570400,5360
6007,26093744600,2374
25522,42129807700,3424
7323,17031811701,3455
16943,18141012000,3670
19366,39055311300,4379
9686,39055312100,4446
10774,55117001100,3750
1201933,55117000900,5538
36058,34023009200,4400
31231,,
23773,39159050401,5477
1203993,40133583200,3198
21778,47155080801,2934
100,55079170200,3750
9233,04021001500,3270
2030,01103000100,4185
38795,09013535101,5533
11977,36103123204,5845
22569,06071004004,5785
17835,49049010504,3942
7978,34033020600,2751
13200,13211010301,3889
2998,47035970401,4568
36962,47157020221,2742
18863,39061001100,1088
18209,29091090802,3256
37681,06059001503,5302
7197,25025140201,2311
21534,25027709701,5948
25488,27053104001,2756
37875,17089854600,3976
15452,39035115700,1303
25834,39169000500,3907
14076,06019001500,2129
1005838,13107970300,4071
29310,04015954802,5653
6421,44007010200,6602
35808,48201254800,2705
1902,13295020200,3647
6599,47065001900,4329
25531,47065001900,4329
24828,06061021003,6784
36843,53033029206,4582
32185,29029950302,931
14985,06071000306,3419
32900,17091012500,2103
16034,13257970402,3281
1005378,45015020304,4476
14458,48113010601,5540
20078,04013116203,6261
20379,04013117300,1924
7081,48355006300,2654
32136,39051040400,3679
15956,51015070702,2250
32241,51820003300,4993
10936,06055201900,1138
34492,06019002400,4862
14970,37047930900,4062
35337,01075030101,3340
877,12105011832,5106
27650,29095016100,1906
18447,39083007702,3395
25810,48113018506,2771
25184,19021960500,5111
38786,19161080100,2525
32369,04007001000,4605
31698,42085032602,4779
18540,42101980901,44
35906,47157010001,3822
33330,06037980016,222
5763,29121960400,4036
1208305,18093950602,4075
32937,26021001100,4094
21170,39153508000,5345
32382,39063000700,6301
27732,10003015502,2686
20415,13237960203,3568
32819,12057013501,3699
27479,48215024301,1602
29793,19061000100,2661
5564,29051020700,1909
24829,26149041400,4997
24320,18003010821,4860
3299,42043022901,3789
19799,39035197900,1824
19450,36057072100,5557
